month_index,employee_id,firm_id,age,position,gender,state,recrutement_avg,competences_avg,performance_avg,remuneration_avg,qvt_avg,droit_avg,transverse_avg
11,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.60537083565104,5.0,4.672703146973024,3.8158180853642496,5.0,5.0,4.705693496045024
12,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,4.577662039478432,5.0,3.568152215510383,4.770636497381562,5.0,3.329188041494305
13,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,3.6724119762182648,4.776414355111013,4.562690129051824,3.9397768291770525,5.0,5.0,4.671951064075804
14,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,3.9888425334021322,4.706040312578211,4.755332450540299,2.473105906230863,4.981440287185548,5.0,5.0
15,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,4.292777084208888,4.45517447543196,3.820651601694105,5.0,5.0,5.0
16,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.425103711252821,5.0,4.254367527123156,5.0,4.018704256045403,5.0,5.0
17,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.753283758898337,5.0,5.0,4.986230474071841,5.0,5.0,5.0
18,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.388563231662347,3.7644606126129574,5.0,3.495072036897387,4.774556938656027,5.0,3.515308546852836
19,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,5.0,4.605305425302664,4.014719954614046,3.9919709866213413,5.0,5.0
20,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Content,3.566426921975223,3.700394280276701,4.007868925698185,2.587977750579358,4.162577588012702,4.317228989319473,2.928518865578906
21,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,3.5265160861126086,5.0,5.0,5.0,4.818201095215432,3.899056460268857
22,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.434785973439735,5.0,5.0,4.939854143995041,5.0,5.0,3.8970110685140082
23,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,4.308324393444952,5.0,4.684164003322796,5.0,5.0,3.374875786254761
24,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.982735171952596,3.64328600155111,5.0,3.9988834932067343,5.0,5.0,4.441736869874502
25,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Passively Looking,2.7737688838276653,3.1216398359228865,3.42734270100779,1.8920724586551572,2.3517673665519654,2.9948138729457514,3.068087392291163
26,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Passively Looking,3.0462394357755485,1.7929140510390935,2.8922350635673166,2.2523878466014002,2.199920791518564,3.3431149441393133,2.9486276210945874
27,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Passively Looking,2.520495951786611,3.605603683337555,3.3430731759739354,1.6564860647639243,3.2131143839095966,3.302882996392043,2.5191454515726694
28,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Passively Looking,3.4359569944061965,2.9567124085545338,3.481339384108359,3.0586015871438823,3.455973875914059,3.0738923021438618,3.107175376394614
29,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Passively Looking,3.082511399054669,1.8152568657365054,2.7762183147762283,1.7188035323349427,1.7480524465136524,3.3429218167746537,2.1683745556880867
30,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,4.122454507368453,5.0,4.257852017185916,4.245578655449486,4.913878516296013,5.0
31,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,5.0,5.0,4.945889379844387,5.0,5.0,5.0
32,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.685715126262147,3.8659834092538397,4.731158135119861,4.654488551082411,5.0,4.71988143717769,4.232399011327241
33,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,3.210218154260381,5.0,5.0,5.0,5.0,3.438534587091282
34,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,5.0,5.0,4.375398320628731,4.599437485331606,5.0,4.829227811368767,4.45237971515056
35,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.35252876276007,4.415905196202869,3.6030230570654105,3.0298264425659043,5.0,5.0,4.3972702827682335
36,057b4c91-c2a0-40d3-b557-730e1037a5e6,2a003204-f6d1-4f32-a79d-80a1ef912a61,58,Execution,Male,Highly Engaged,4.767167614372727,5.0,4.806139836611752,3.316642214056844,5.0,5.0,4.019826498272964
1,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,3.4827988217571577,3.663426353601063,4.088730637056876,3.6203514554559995,4.795912193043421,4.378756057909627,2.5840411839428787
2,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.2956580584639905,3.063969907722327,3.039570619092599,3.2992696207700796,3.6989822299050585,4.692084541457752,2.467020510242024
3,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,3.4375241310835714,4.525536304251362,3.7829471254405598,1.6552179986504256,3.269927024478004,4.730588667327619,3.858918939241604
4,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,3.9606341581660964,4.842644407858316,2.6753186750842928,4.649738278453253,4.3695722989185315,4.052894886938789,3.0618212136325367
5,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.090246252749774,4.356833219294007,4.2586869411954265,2.1999525685303123,3.3961694149041164,4.516237595769659,4.006281949906169
6,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,2.872920660241192,2.264000841122402,3.2943589421078467,3.5528377007593366,3.912832326684421,4.119918041707573,5.0
7,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.561770890845758,5.0,3.5944466790616123,3.42438308745976,4.227162821462189,4.870117299867288,4.2111874354217225
8,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Passively Looking,3.2480321166129373,2.2932658113460516,3.5100893920846015,1.7451019535873231,2.0502501609070065,2.567338429754182,2.563207211395245
9,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Passively Looking,3.144941405768563,2.3502200349209486,1.7540288516729445,3.162530156836783,2.8852943155759223,3.9443112216476663,3.682601691857971
10,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Passively Looking,2.5602660798766217,1.9205329637223203,1.674532816861634,1.683218696073089,1.9556179721788056,3.83606308760434,2.877313563558455
11,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Passively Looking,3.277346397111814,3.086538691795482,2.13746692687172,2.885414657167837,2.615519272921251,2.2163226551685806,2.5459303582050965
12,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Passively Looking,2.577946133795627,1.0,3.1594559954974843,2.048736289715023,3.1996227272547575,3.0112321034839438,2.673765182314452
13,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,3.6490932787362,2.726311156319227,4.662052803529732,2.568470020692953,3.899701718898044,3.9597581275001663,3.2534576373801705
14,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,3.631285266761609,2.5327020883512112,4.753486479321531,2.518784518539564,3.387444823992318,3.669755889798965,2.883035630734629
15,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.863873813717129,2.3059189084674454,3.4122203004195506,2.8368005388377804,5.0,3.507873875830329,3.6136400735340546
16,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.518579232472312,4.619677318282187,3.531543185445117,3.506553726159524,3.990355431312966,4.748951118618899,2.9577711256052925
17,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.129333456005108,4.486011369389001,3.9312098553656845,2.764061877227627,5.0,4.290094141122242,3.633143628642529
18,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.403777815802715,2.9845798558656416,4.613582231184915,2.534343107513583,3.5455269051664033,3.8605917202448348,2.751003977377635
19,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Content,4.16797437142708,3.895527429799863,3.799018420013541,2.8165708952920223,4.892824274057534,4.163373575740065,4.249658016252143
20,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.715336934725611,1.0493931108317096,3.323554674726535,2.4571142208932186,1.7270627262931555,2.659849231533233,1.920169370152758
21,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.1167328982401212,2.1421218044859436,1.8324425245562916,1.41631604046973,2.5763467613952757,3.020981096698196,1.7009559777757393
22,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.773101667513922,1.0,2.9767820831781826,1.0,2.374366503056887,2.962362894770798,1.6820818567443934
23,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.9026648690612602,2.6357383820349956,2.0764422405383516,1.7274950442510606,1.0,2.682366082897034,1.8004704543933163
24,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.3142053101384379,1.88807528929062,1.0,3.307777682261696,1.2287016400127675,2.8447171062873746,1.0
25,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.28011285548536,1.0,2.398269133138692,1.0,2.3274456823453966,2.2060257526315983,1.0
26,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.252053429845267,1.0974100114674017,2.427187675804566,1.0,1.9462652636801676,2.873170585749175,3.4053094356063607
27,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.3930169778560413,1.2702879220612917,1.5752032029863134,1.0,1.5623332715125104,2.0905561025984127,3.07140237359592
28,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.9013891645732381,1.0,1.8249991602752296,1.3603155831849583,2.024944821895319,2.519876489034083,1.5552044090872266
29,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.3843637460736646,1.0,2.8684376628871338,1.4272318095092267,2.2801532792849266,1.8861952424746793,1.8774615930131167
30,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.325532528335152,1.0,1.0,1.4642994212485192,1.6578611235811271,2.3039685876542917,1.0
31,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.2197470428086645,1.6653515704008617,1.5901297434258885,1.0,2.940169172675411,1.6769371727264972,3.558659961688346
32,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.6879916355557107,1.821248454500799,2.788169406232311,2.5314905350459425,3.390295484358818,1.590769504447859,1.0
33,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.112998637047015,2.1717979503181715,1.793263533972217,1.0,2.3476047112753595,2.1222994447063863,1.3350088328353067
34,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.0,2.137987363582652,1.8871224361712748,2.815648100975067,1.9478446474281792,2.426536052207609,2.1654545408842103
35,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,1.1269192206694045,3.5933599572812747,1.5415245672464297,1.6451099419282365,2.448407404864406,1.8740863488038813,2.9775842651580824
36,588183be-1fea-4049-a2dd-94d1c3cfa31d,2a003204-f6d1-4f32-a79d-80a1ef912a61,51,Upper Management,Female,Resigned,2.132977634677216,1.329221890474133,1.8831047774330651,1.8878269787481212,2.0075587153667898,2.552771964153296,1.0
1,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Content,3.2998922244932323,3.683729971386512,3.4504514506190396,3.434815790448506,3.949828174409794,3.7904725922043783,4.530725072142792
2,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,5.0,4.861212753615176,5.0,4.815565473727006,4.8988331402522665,5.0,4.348633872403458
3,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,5.0,5.0,5.0,4.627944277304257,4.598372339784285,4.927702290171779,5.0
4,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,5.0,5.0,5.0,5.0,4.721138626876136,5.0,5.0
5,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,5.0,3.236383394149925,4.073699304558379,2.747930410004287,4.477024477741816,5.0,4.693612115254237
6,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,4.234760628406374,5.0,4.271481813307044,3.406308994460342,5.0,5.0,5.0
7,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,5.0,5.0,4.501884580396427,4.549060393377419,5.0,4.836336953165951,5.0
8,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,4.9805938586399865,2.7041576738341524,5.0,5.0,4.346453323515953,5.0,4.645792483725323
9,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,5.0,4.121128975218313,4.816358822891327,4.078409722876557,5.0,5.0,5.0
10,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Passively Looking,3.1790859226806742,1.5577715668061174,2.391843047683655,1.0,2.5764558468056675,3.504767594574267,2.6701246099064155
11,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Content,3.865582911602412,3.148108569907666,4.186012358632442,4.608234126440176,4.843479453110524,4.468970007558037,2.9961026835033744
12,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,4.908265423201768,3.9980648924980184,4.502766454241252,4.576955472481639,4.727498265790755,4.706022242585035,3.620515340134329
13,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Highly Engaged,4.208296639480244,5.0,4.322098224805448,4.7946977085499265,5.0,5.0,4.331986641299925
14,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Content,3.526230106357044,3.447618116994032,4.284450416649681,3.956474525226401,3.9730557959861814,4.022608043005885,3.5661247675560253
15,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Passively Looking,3.2358440525989205,1.2761885574617535,3.4232956870671574,1.571605574516183,2.365167554100772,2.9117471058787268,2.5627271380048615
16,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.257649214241464,3.3213213011190703,1.0,1.2988676522592701,2.7907546394806593,1.9686744308290798,1.0
17,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.5645676761768357,1.0,2.609822776386417,1.0,1.6863810021398387,1.3503607702679306,1.0
18,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.7326948777595472,1.742484532880463,2.499900497955063,2.135993195846847,1.2995658035989417,3.1719390914615877,3.0597860764809837
19,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.7181167789384824,1.0,1.5860807460335538,1.4144666359093039,1.6025966756570165,2.111391161326113,1.0
20,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.460817359176924,1.5509065922948442,2.370908437765772,2.2999830115871434,1.0,1.891791115666359,1.000776565087565
21,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,3.2856861798443915,1.6192042935202595,2.2875363578178383,1.0,2.100250816748265,2.5913171928465033,2.189572068048125
22,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.3116997194581757,1.5104004051961004,1.8369411723752704,1.0,1.3696269803689995,2.2923775825552655,1.0
23,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.3444191235163925,1.87342604021189,2.620422152833196,2.062428443537314,2.1590829863941976,2.4991921736247664,2.3040817298397247
24,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.746281357046009,1.2365352013441584,1.7419043775639533,1.0,2.710980861544439,1.9490757833290786,2.5013211771198596
25,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.8165134005598087,1.8779173142714867,1.8998490892577329,1.0,1.9860771893564466,2.333457412580239,1.4485658503116017
26,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.328646720746858,2.861143394820937,1.8526196897170415,1.0,3.134537616427092,2.4469559238881304,1.0
27,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.4777526268000607,1.3220842240897261,1.9783841873098933,1.76051984831753,2.665124935669997,2.4158289625600573,2.5773967829127966
28,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.063396579840235,1.0,1.7979894782046157,1.1379174056887873,1.0,1.9754532563617366,1.7513629863603606
29,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.787892217394107,1.0,2.346825717482738,1.0,2.498135855329576,1.666902211684686,3.7086095485809474
30,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.8921572365493713,1.241387768563155,2.485839541733951,1.0,3.018449465827967,2.3486375321946107,1.4052816795630165
31,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.8874970483148124,2.4660737363442093,1.9382923287621017,1.5890778580716933,2.37870131082254,2.2531744740890765,1.9158977810799867
32,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.9408382886595048,1.4601530945387393,1.1285310431839748,1.4679842258265576,1.0,2.3134232282443654,1.2755071870681485
33,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.187292554725489,1.0,1.0,1.0,1.2678611318000312,1.4877773267158072,2.114386615755656
34,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.8006191135710203,1.0,1.7545375036671276,1.0,1.538771104616658,2.4654948855552083,2.308113168342895
35,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,1.565696405367198,1.535813493675923,2.570719820360336,1.8201325828934751,2.5863882068803417,2.747194122976966,2.5838761378986
36,6c9ed1b8-993b-4982-ac48-8432bdf07599,2a003204-f6d1-4f32-a79d-80a1ef912a61,25,Execution,Female,Resigned,2.514321315151533,1.6159499318249446,1.5705101895251448,1.293129988781867,1.625915319783642,1.4190052507957271,1.2764007473599677
1,fe497a94-a631-4702-9679-bc95fe1a488a,2a003204-f6d1-4f32-a79d-80a1ef912a61,34,Execution,Male,Highly Engaged,4.901998684378834,3.728953991922226,5.0,4.912484233130512,4.9531865728659135,4.93454961944717,5.0
2,fe497a94-a631-4702-9679-bc95fe1a488a,2a003204-f6d1-4f32-a79d-80a1ef912a61,34,Execution,Male,Highly Engaged,5.0,5.0,3.5928491980777366,5.0,4.964916577027324,4.188265024030136,5.0
3,fe497a94-a631-4702-9679-bc95fe1a488a,2a003204-f6d1-4f32-a79d-80a1ef912a61,34,Execution,Male,Highly Engaged,5.0,4.754252052503309,5.0,4.63665759470663,5.0,5.0,5.0
4,fe497a94-a631-4702-9679-bc95fe1a488a,2a003204-f6d1-4f32-a79d-80a1ef912a61,34,Execution,Male,Highly Engaged,4.901869400361855,4.70492916674706,4.7880710338266805,4.7768134644683125,4.879660640249769,5.0,4.05582080069699
